name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
Camping Hirzberg,47.9921285,7.873871000000001,POINT (7.873871000000001 47.9921285),Baden-Württemberg,Freiburg,Freiburg,Kreisfreie Städte
Camping Münstertal,47.8594552,7.7639038,POINT (7.7639038 47.8594552),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Camping Belchenblick,47.87113,7.737609900000002,POINT (7.737609900000002 47.87113),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Weingut Noll,47.86020839999999,7.636569499999999,POINT (7.636569499999999 47.86020839999999),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Terrassencamping Sandbank,47.8872528,8.140073899999999,POINT (8.140073899999999 47.8872528),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Campingplatz Kreuzhof,47.86168379999999,8.2242892,POINT (8.2242892 47.86168379999999),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Camping Bankenhof,47.8858755,8.130657400000002,POINT (8.130657400000002 47.8858755),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Campingplatz Weiherhof,47.88976,8.13481,POINT (8.13481 47.88976),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Camping Steingrubenhof,48.0231909,8.0325209,POINT (8.0325209 48.0231909),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Dauercampingplatz Keller,47.8198466,8.192207399999997,POINT (8.192207399999997 47.8198466),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Naturcamp Schluchsee,47.8357478,8.1323314,POINT (8.1323314 47.8357478),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Camping Kirchzarten KG,47.9588999,7.951095500000001,POINT (7.951095500000001 47.9588999),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Camping Schluchsee,47.8217277,8.160899900000002,POINT (8.160899900000002 47.8217277),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Campinggemeinschaft Hochschwarzwald,47.88590869999999,8.1307342,POINT (8.1307342 47.88590869999999),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Weiherhof,47.89189,8.133469999999999,POINT (8.133469999999999 47.89189),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise
Rothaus Camping,47.7948386,8.2351181,POINT (8.2351181 47.7948386),Baden-Württemberg,Freiburg,Waldshut,Landkreise
Hegau Camping GmbH,47.82391000000001,8.653820000000003,POINT (8.653820000000003 47.82391000000001),Baden-Württemberg,Freiburg,Konstanz,Landkreise
Jugendzeltplatz VS,48.057409,8.425236,POINT (8.425236 48.057409),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise
Zum Wilden Michel,48.0244608,8.2269807,POINT (8.2269807 48.0244608),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise
Campinggarten Leibertingen,48.0062034,9.0286223,POINT (9.0286223 48.0062034),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise
Camping & Ferienpark Orsingen,47.84186750000001,8.9378262,POINT (8.9378262 47.84186750000001),Baden-Württemberg,Freiburg,Konstanz,Landkreise
Camping & mobile home park Paper Mill,47.842066,8.996069799999999,POINT (8.996069799999999 47.842066),Baden-Württemberg,Freiburg,Konstanz,Landkreise
Campingplatz Stoffel,47.7156429,8.961732,POINT (8.961732 47.7156429),Baden-Württemberg,Freiburg,Konstanz,Landkreise
Zeltplatz für Radfahrer,47.98578039999999,8.807365200000001,POINT (8.807365200000001 47.98578039999999),Baden-Württemberg,Freiburg,Tuttlingen,Landkreise
Luzia Reichle Camping Buhhof,47.8653887,9.3865266,POINT (9.3865266 47.8653887),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Biohof Bärbel und Jörg Endrass,47.65797,9.75941,POINT (9.75941 47.65797),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Rupert Lehle,47.68,9.5531,POINT (9.5531 47.68),Baden-Württemberg,Tübingen,Bodensee,Landkreise
Wohnmobilplatz Zielfinger Seen - HLS CS GmbH,48.03092529999999,9.282557399999998,POINT (9.282557399999998 48.03092529999999),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise
Seencamping Krauchenwies,48.01860689999999,9.2331111,POINT (9.2331111 48.01860689999999),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise
Allgäu-Hotel-Elbsee,47.8034706,10.5536446,POINT (10.5536446 47.8034706),Bayern,Schwaben,Ostallgäu,Landkreise
Park-Camping Iller,47.94932999999999,10.08582,POINT (10.08582 47.94932999999999),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Camping Natural pond mud bath,47.7820579,10.0029959,POINT (10.0029959 47.7820579),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Camping Moorbad,47.77766090000001,10.0052545,POINT (10.0052545 47.77766090000001),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Weiher Camping - Family Kebschull,47.8154259,9.9534674,POINT (9.9534674 47.8154259),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
See Camping Günztal,48.2271133,10.2920275,POINT (10.2920275 48.2271133),Bayern,Schwaben,Günzburg,Landkreise
Camping Fuchshof,47.75134999999999,10.6255768,POINT (10.6255768 47.75134999999999),Bayern,Schwaben,Ostallgäu,Landkreise
Fröhliche Aussicht,47.793515,10.2466133,POINT (10.2466133 47.793515),Bayern,Schwaben,Oberallgäu,Landkreise
Campingplatz Elbsee,47.80324539999999,10.5541432,POINT (10.5541432 47.80324539999999),Bayern,Schwaben,Ostallgäu,Landkreise
Camping Jungholz,47.5763889,10.4325,POINT (10.4325 47.5763889),Bayern,Schwaben,Oberallgäu,Landkreise
Campingplatz St.Alban,47.96561999999999,11.1046952,POINT (11.1046952 47.96561999999999),Bayern,Oberbayern,Landsberg,Landkreise
Campingplatz Utting am Ammersee,48.0282549,11.0965841,POINT (11.0965841 48.0282549),Bayern,Oberbayern,Landsberg,Landkreise
Campingplatz Pilsensee,48.029699,11.1990871,POINT (11.1990871 48.029699),Bayern,Oberbayern,Starnberg,Landkreise
Campinplatz Aichalehof GmbH,47.697664,11.1616183,POINT (11.1616183 47.697664),Bayern,Oberbayern,Garmisch-Partenkirchen,Landkreise
Naturfreundehaus Saulgrub,47.66415199999999,11.020384,POINT (11.020384 47.66415199999999),Bayern,Oberbayern,Garmisch-Partenkirchen,Landkreise
Jugendzeltplatz Rettenau,47.776652,10.7459484,POINT (10.7459484 47.776652),Bayern,Schwaben,Ostallgäu,Landkreise
Campingplatz München-Obermenzing GmbH,48.1745593,11.4465097,POINT (11.4465097 48.1745593),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Campingplatz München Thalkirchen,48.0909305,11.5449689,POINT (11.5449689 48.0909305),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
The Tent Munich,48.16778,11.50222,POINT (11.50222 48.16778),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Free Sports Community Amper Land e. V.,48.187882,11.2981458,POINT (11.2981458 48.187882),Bayern,Oberbayern,Fürstenfeldbruck,Landkreise
Campingplatz Nord-West,48.19886999999999,11.49674,POINT (11.49674 48.19886999999999),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Camping Langwieder See,48.198703,11.410559,POINT (11.410559 48.198703),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Camping Seeshaupt,47.8199505,11.3234466,POINT (11.3234466 47.8199505),Bayern,Oberbayern,Starnberg,Landkreise
Jugendgästehaus BDP Wilde Rose e.V.,47.8523176,11.4711221,POINT (11.4711221 47.8523176),Bayern,Oberbayern,Bad Tölz-Wolfratshausen,Landkreise
Hofcafé KlosterGut Schlehdorf,47.6585699,11.3187146,POINT (11.3187146 47.6585699),Bayern,Oberbayern,Bad Tölz-Wolfratshausen,Landkreise
Panorama Camping Harras,47.8403,12.37286,POINT (12.37286 47.8403),Bayern,Oberbayern,Rosenheim,Landkreise
Campingplatz und Ferienhaus Hofbauer,47.8389232,12.3510862,POINT (12.3510862 47.8389232),Bayern,Oberbayern,Rosenheim,Landkreise
Camping Stein am Simssee,47.88416669999999,12.2691667,POINT (12.2691667 47.88416669999999),Bayern,Oberbayern,Rosenheim,Landkreise
Camping Lambach,47.9280187,12.4507147,POINT (12.4507147 47.9280187),Bayern,Oberbayern,Traunstein,Landkreise
Campingplatz Kupferschmiede am Chiemsee,47.9295403,12.4924981,POINT (12.4924981 47.9295403),Bayern,Oberbayern,Traunstein,Landkreise
Chiemsee Camping Rödlgries,47.841076,12.4718865,POINT (12.4718865 47.841076),Bayern,Oberbayern,Traunstein,Landkreise
Weyererhof,47.76321999999999,12.22038,POINT (12.22038 47.76321999999999),Bayern,Oberbayern,Rosenheim,Landkreise
Hof Gottenau,47.75586920000001,11.9298515,POINT (11.9298515 47.75586920000001),Bayern,Oberbayern,Miesbach,Landkreise
Transit-Camping Seehamer See,47.8515437,11.8616639,POINT (11.8616639 47.8515437),Bayern,Oberbayern,Miesbach,Landkreise
Zeltplatz Oberhart,47.8325202,12.0637429,POINT (12.0637429 47.8325202),Bayern,Oberbayern,Rosenheim,Landkreise
Camping Gut Horn,47.9459005,12.7564468,POINT (12.7564468 47.9459005),Bayern,Oberbayern,Traunstein,Landkreise
Restaurant zum Boadwirt Tettenhausen am Waginger und Tachinger See,47.9536064,12.7510364,POINT (12.7510364 47.9536064),Bayern,Oberbayern,Traunstein,Landkreise
Seehäusl Campingplatz,47.9018745,12.519819,POINT (12.519819 47.9018745),Bayern,Oberbayern,Traunstein,Landkreise
Europa-Park Camp Resort,48.2716203,7.717296200000001,POINT (7.717296200000001 48.2716203),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Ferienparadies Schwarzwalder Hof,48.299924,7.9425317,POINT (7.9425317 48.299924),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Campingplatz Kinzigtal,48.29569000000001,8.04663,POINT (8.04663 48.29569000000001),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Grub-Daniel-Hof Ferienwohnungen Stellplatz/Camper,48.20516,7.940259999999999,POINT (7.940259999999999 48.20516),Baden-Württemberg,Freiburg,Emmendingen,Landkreise
Camping Zur Mühle,48.26771,8.23781,POINT (8.23781 48.26771),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Campingplatz Trendcamping Wolfach im Schwarzwald,48.29092000000001,8.277950000000002,POINT (8.277950000000002 48.29092000000001),Baden-Württemberg,Freiburg,Rottweil,Landkreise
Campingplatz Schiltach,48.29051159999999,8.3377524,POINT (8.3377524 48.29051159999999),Baden-Württemberg,Freiburg,Rottweil,Landkreise
Caravan und Zeltsportclub Niedereschach e. V.,48.119408,8.532149000000002,POINT (8.532149000000002 48.119408),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise
Reisemobilpark Bregnitzhof,48.14041049999999,8.405861,POINT (8.405861 48.14041049999999),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise
Wohnmobil Stellplatz Baiersbronn,48.5102876,8.3727196,POINT (8.3727196 48.5102876),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise
Jugendzeltplatz Hahnbrunnenwiese,48.5802474,8.3199136,POINT (8.3199136 48.5802474),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise
Schwarzwald Camping,48.58465400000001,8.578747,POINT (8.578747 48.58465400000001),Baden-Württemberg,Karlsruhe,Calw,Landkreise
Martina Spissinger,48.63362799999999,8.322498999999999,POINT (8.322498999999999 48.63362799999999),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise
Zollernalbcamping,48.35947849999999,8.9589985,POINT (8.9589985 48.35947849999999),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise
Camping Herrenwies,48.6598414,8.2601953,POINT (8.2601953 48.6598414),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise
Natur-Camping Langenwald,48.4585922,8.373096099999998,POINT (8.373096099999998 48.4585922),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise
AZUR Camping Schwäbische Alb,48.36297099999999,9.183357,POINT (9.183357 48.36297099999999),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Hofgut Hopfenburg,48.40274640000001,9.506264,POINT (9.506264 48.40274640000001),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Jugendzeltplatz Käsenbachtal,48.2340749,8.954752100000002,POINT (8.954752100000002 48.2340749),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise
Sonnencamping Albstadt,48.2156951,8.979343799999999,POINT (8.979343799999999 48.2156951),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise
Campingclub Stuttgart e.V.,48.45478869999999,8.946862,POINT (8.946862 48.45478869999999),Baden-Württemberg,Tübingen,Tübingen,Landkreise
Wohnmobilstellplatz im Naturpark Oberen Donautal,48.0867975,9.0980795,POINT (9.0980795 48.0867975),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise
Ferienwohnungen Schneider,48.1124957,9.271618699999998,POINT (9.271618699999998 48.1124957),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise
Jugend- und Naturzeltplatz der Metzinger Pfadfinder,48.52720109999999,9.287926599999995,POINT (9.287926599999995 48.52720109999999),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Wohnmobilstellplatz Bad Urach,48.50057409999999,9.3770487,POINT (9.3770487 48.50057409999999),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Camping Pfählhof GmbH,48.504224,9.425489999999998,POINT (9.425489999999998 48.504224),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Gasthaus & Brennerei Hirsch Familie Greiff,48.2903488,9.8503895,POINT (9.8503895 48.2903488),Baden-Württemberg,Tübingen,Alb-Donau,Landkreise
Campingplatz Vöhringer Hof,48.1598011,9.493217800000002,POINT (9.493217800000002 48.1598011),Baden-Württemberg,Tübingen,Biberach,Landkreise
Camping Winkelbachtal,48.5923645,9.623220299999998,POINT (9.623220299999998 48.5923645),Baden-Württemberg,Stuttgart,Göppingen,Landkreise
Campingplatz Gruibingen,48.5919238,9.6242394,POINT (9.6242394 48.5919238),Baden-Württemberg,Stuttgart,Göppingen,Landkreise
BHV Jänchen GmbH,48.69438330000001,9.3293776,POINT (9.3293776 48.69438330000001),Baden-Württemberg,Stuttgart,Esslingen,Landkreise
Stellplatz Bertsch,47.9507673,9.7590656,POINT (9.7590656 47.9507673),Baden-Württemberg,Tübingen,Ravensburg,Landkreise
Campingplatz Schwarzfelder Hof,48.4652622,10.2023994,POINT (10.2023994 48.4652622),Bayern,Schwaben,Günzburg,Landkreise
Wohnmobilcamping Kammelaue Ettenbeuren,48.3756187,10.360233,POINT (10.360233 48.3756187),Bayern,Schwaben,Günzburg,Landkreise
5 Täler Camping Längental,48.6342191,9.8415389,POINT (9.8415389 48.6342191),Baden-Württemberg,Stuttgart,Göppingen,Landkreise
Turncable GmbH & Co. KG,48.292115,10.445555,POINT (10.445555 48.292115),Bayern,Schwaben,Günzburg,Landkreise
Campingplatz Illertissen,48.2122216,10.087387,POINT (10.087387 48.2122216),Bayern,Schwaben,Neu-Ulm,Landkreise
Alb-Camping - Litz & Weller Verwaltungs-GmbH,48.5100744,9.609070299999996,POINT (9.609070299999996 48.5100744),Baden-Württemberg,Tübingen,Alb-Donau,Landkreise
Campingplatz Waldpark Hohenstadt,48.5496006,9.6679311,POINT (9.6679311 48.5496006),Baden-Württemberg,Stuttgart,Göppingen,Landkreise
Camping Christophorus,48.13906619999999,10.1039611,POINT (10.1039611 48.13906619999999),Baden-Württemberg,Tübingen,Biberach,Landkreise
CAMPINGPLATZ Stubenweiher,48.410754,10.3413188,POINT (10.3413188 48.410754),Bayern,Schwaben,Günzburg,Landkreise
Pfadfinderzentrum Schachen,48.3574957,9.459918499999995,POINT (9.459918499999995 48.3574957),Baden-Württemberg,Tübingen,Reutlingen,Landkreise
Donau Camping,48.56912,10.5018801,POINT (10.5018801 48.56912),Bayern,Schwaben,Dillingen,Landkreise
Jugendfreizeitgelände Rücklenmühle Zusmarshausen,48.3836804,10.5793552,POINT (10.5793552 48.3836804),Bayern,Schwaben,Augsburg,Landkreise
Campingplatz Augsburg - Ludwigshof am See,48.4317996,10.9235175,POINT (10.9235175 48.4317996),Bayern,Schwaben,Augsburg Städte,Kreisfreie Städte
camppartner24,48.5679721,10.8463547,POINT (10.8463547 48.5679721),Bayern,Schwaben,Augsburg,Landkreise
Lech-Camping GmbH,48.4368327,10.9290792,POINT (10.9290792 48.4368327),Bayern,Schwaben,Aichach-Friedberg,Landkreise
Campingfreunde Silbersee e.V.,48.458352,10.381156,POINT (10.381156 48.458352),Bayern,Schwaben,Günzburg,Landkreise
Hofgut Bäldleschwaige,48.6569124,10.7247846,POINT (10.7247846 48.6569124),Bayern,Schwaben,Donau-Ries,Landkreise
Wohnwagenstellplatz Bauer,48.2606887,10.9040516,POINT (10.9040516 48.2606887),Bayern,Schwaben,Augsburg,Landkreise
Camping am See,47.99413819999999,10.1347002,POINT (10.1347002 47.99413819999999),Bayern,Schwaben,Memmingen Städte,Kreisfreie Städte
Kur und Vital Camping Bad Wörishofen,48.02395,10.59839,POINT (10.59839 48.02395),Bayern,Schwaben,Unterallgäu,Landkreise
Camping farm Donauried,48.4872954,10.2555228,POINT (10.2555228 48.4872954),Bayern,Schwaben,Günzburg,Landkreise
Jugendzeltplatz Mammendorf,48.2020135,11.1742186,POINT (11.1742186 48.2020135),Bayern,Oberbayern,Fürstenfeldbruck,Landkreise
Freizeitpark Mammendorf,48.2024579,11.1709914,POINT (11.1709914 48.2024579),Bayern,Oberbayern,Fürstenfeldbruck,Landkreise
Camping Ampersee GmbH,48.2288138,11.3591674,POINT (11.3591674 48.2288138),Bayern,Oberbayern,Fürstenfeldbruck,Landkreise
Wohnmobilstellplatz Andechs,47.9751409,11.1857395,POINT (11.1857395 47.9751409),Bayern,Oberbayern,Starnberg,Landkreise
Oktoberfest Camping,48.1336805,11.7067459,POINT (11.7067459 48.1336805),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Womo-Abstellplatz.de,48.40681709999999,11.5982333,POINT (11.5982333 48.40681709999999),Bayern,Oberbayern,Freising,Landkreise
Wies'n Camp,48.14353429999999,11.6699719,POINT (11.6699719 48.14353429999999),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte
Campingplatz Sägmühle,48.22902999999999,11.35301,POINT (11.35301 48.22902999999999),Bayern,Oberbayern,Dachau,Landkreise
Jugendzeltplatz Mühlhof,48.53495659999999,12.1861593,POINT (12.1861593 48.53495659999999),Bayern,Niederbayern,Landshut Städte,Kreisfreie Städte
Campingplatz Erlensee,47.9246304,12.1368544,POINT (12.1368544 47.9246304),Bayern,Oberbayern,Rosenheim,Landkreise
Camping & Leisure Center Haselfurth,48.48008979999999,12.0151499,POINT (12.0151499 48.48008979999999),Bayern,Niederbayern,Landshut,Landkreise
Camping Landshut Mitterwöhr,48.5543,12.18015,POINT (12.18015 48.5543),Bayern,Niederbayern,Landshut Städte,Kreisfreie Städte
Leisure Camping Lain am See,48.3224718,12.2401871,POINT (12.2401871 48.3224718),Bayern,Oberbayern,Erding,Landkreise
Jugend Zeltplatz des Landkreis Erding,48.29814589999999,11.8394808,POINT (11.8394808 48.29814589999999),Bayern,Oberbayern,Erding,Landkreise
Zelt- & Campingplatz,48.2155648,11.8925743,POINT (11.8925743 48.2155648),Bayern,Oberbayern,Erding,Landkreise
Wohnmobilstellplatz Pastetten - AlpacaCamping,48.2013416,11.9679478,POINT (11.9679478 48.2013416),Bayern,Oberbayern,Erding,Landkreise
Campingplatz Oberhofer,48.0272537,12.5979971,POINT (12.5979971 48.0272537),Bayern,Oberbayern,Traunstein,Landkreise
Vilstalseecamping,48.56961,12.57381,POINT (12.57381 48.56961),Bayern,Niederbayern,Dingolfing-Landau,Landkreise
Camping Mossandlweiher,48.6709239,12.5769306,POINT (12.5769306 48.6709239),Bayern,Niederbayern,Dingolfing-Landau,Landkreise
Jugendzeltplatz Chieming | Chiemsee,47.8864351,12.5392252,POINT (12.5392252 47.8864351),Bayern,Oberbayern,Traunstein,Landkreise
Öffentliche Badestelle beim - Campingplatz - Restaurant - Boadwirt in Tettenhausen / Waging am See,47.95347,12.75091,POINT (12.75091 47.95347),Bayern,Oberbayern,Traunstein,Landkreise
Strandcamping Waging am See,47.94321859999999,12.7471676,POINT (12.7471676 47.94321859999999),Bayern,Oberbayern,Traunstein,Landkreise
Campingplatz am Marktler Badesee,48.2677,12.830803,POINT (12.830803 48.2677),Bayern,Oberbayern,Altötting,Landkreise
Camping Hotel Preishof Kirchham bei Bad Füssing,48.33808999999999,13.28263,POINT (13.28263 48.33808999999999),Bayern,Niederbayern,Passau,Landkreise
VITAL Camping Bayerbach,48.4155861,13.1297805,POINT (13.1297805 48.4155861),Bayern,Niederbayern,Rottal-Inn,Landkreise
Gutshof Arterhof,48.4366683,13.1093861,POINT (13.1093861 48.4366683),Bayern,Niederbayern,Rottal-Inn,Landkreise
Theresienhof Landhotel,48.45021999999999,13.09415,POINT (13.09415 48.45021999999999),Bayern,Niederbayern,Rottal-Inn,Landkreise
Kur- & Feriencamping Holmernhof Dreiquellenbad,48.42018719999999,13.1922394,POINT (13.1922394 48.42018719999999),Bayern,Niederbayern,Passau,Landkreise
Naturcamping auf dem Bauernhof,47.9435,12.82176,POINT (12.82176 47.9435),Bayern,Oberbayern,Traunstein,Landkreise
Camping Wagner,47.92957999999999,12.8016,POINT (12.8016 47.92957999999999),Bayern,Oberbayern,Traunstein,Landkreise
"""Frechnhof"" Ferienhof Schauer",47.9219291,12.9129758,POINT (12.9129758 47.9219291),Bayern,Oberbayern,Berchtesgadener Land,Landkreise
Strandbad | Camping Abtsee,47.9161793,12.9034085,POINT (12.9034085 47.9161793),Bayern,Oberbayern,Berchtesgadener Land,Landkreise
Jugendzeltplatz Abtsee,47.913436,12.911646,POINT (12.911646 47.913436),Bayern,Oberbayern,Berchtesgadener Land,Landkreise
"Stefan Schramm Parkplatzverwaltung, Eis und Süßwaren",48.69470949999999,13.2656384,POINT (13.2656384 48.69470949999999),Bayern,Niederbayern,Passau,Landkreise
Dreiflüsse Camping,48.60730700000001,13.3456375,POINT (13.3456375 48.60730700000001),Bayern,Niederbayern,Passau Städte,Kreisfreie Städte
Spa and resort Camping MAX 1,48.33258499999999,13.314273,POINT (13.314273 48.33258499999999),Bayern,Niederbayern,Passau,Landkreise
Holmernhof Camping & mehr,48.3584,13.30679,POINT (13.30679 48.3584),Bayern,Niederbayern,Passau,Landkreise
Bavaria Kur-Sport Camping Park,48.7208418,13.2648735,POINT (13.2648735 48.7208418),Bayern,Niederbayern,Passau,Landkreise
Fischer Camping,48.3369469,13.3218794,POINT (13.3218794 48.3369469),Bayern,Niederbayern,Passau,Landkreise
Am Spicherer Berg Campingplatz,49.20978540000001,6.97453,POINT (6.97453 49.20978540000001),Saarland,Saarland,Saarbrücken Städte,Kreisfreie Städte
Camping Neudahner Weiher (Fam. Jacobi),49.1648899,7.754258000000001,POINT (7.754258000000001 49.1648899),Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,Landkreise
Camping Club Pirmasens,49.0831278,7.654750399999999,POINT (7.654750399999999 49.0831278),Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,Landkreise
Camping at King Weiher,49.06486899999999,7.747226,POINT (7.747226 49.06486899999999),Rheinland-Pfalz,Rheinhessen-Pfalz,Südwestpfalz,Landkreise
Camping Adam oHG,48.72835,8.081599999999998,POINT (8.081599999999998 48.72835),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise
Camping Achernsee,48.64527040000001,8.033919599999999,POINT (8.033919599999999 48.64527040000001),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Rastatter-Freizeitparadies GmbH,48.87351690000001,8.150112000000002,POINT (8.150112000000002 48.87351690000001),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise
Campingplatz Graesselmuehle,48.62485,8.10555,POINT (8.10555 48.62485),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Adventure World - Albtal Arena,48.791452,8.428166,POINT (8.428166 48.791452),Baden-Württemberg,Karlsruhe,Calw,Landkreise
Campingplatz Kehl,48.56139659999999,7.8086352,POINT (7.8086352 48.56139659999999),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise
Stromberg Camping,49.0349256,8.833294899999999,POINT (8.833294899999999 49.0349256),Baden-Württemberg,Karlsruhe,Enz,Landkreise
Family - Resort Kleinenzhof,48.737798,8.576352999999997,POINT (8.576352999999997 48.737798),Baden-Württemberg,Karlsruhe,Calw,Landkreise
Kreisjugendwerk der AWO Karlsruhe-Stadt,49.010502,8.4087817,POINT (8.4087817 49.010502),Baden-Württemberg,Karlsruhe,Karlsruhe Städte,Kreisfreie Städte
Erwilux GmbH,48.9113561,8.4550577,POINT (8.4550577 48.9113561),Baden-Württemberg,Karlsruhe,Karlsruhe,Landkreise
Zeltplatz Christophshof,48.7075532,8.541161499999998,POINT (8.541161499999998 48.7075532),Baden-Württemberg,Karlsruhe,Calw,Landkreise
Camping Park Bad Liebenzell Inh. Debra Lee Kappi,48.7790877,8.731228999999999,POINT (8.731228999999999 48.7790877),Baden-Württemberg,Karlsruhe,Calw,Landkreise
Camping in Klingbachtal,49.1372752,8.071555499999999,POINT (8.071555499999999 49.1372752),Rheinland-Pfalz,Rheinhessen-Pfalz,Südliche Weinstraße,Landkreise
Camping Cannstatter Wasen,48.793906,9.218861,POINT (9.218861 48.793906),Baden-Württemberg,Stuttgart,Stuttgart Städte,Kreisfreie Städte
AZUR Freizeit GmbH - AZUR Camping,48.756869,9.228785000000002,POINT (9.228785000000002 48.756869),Baden-Württemberg,Stuttgart,Stuttgart Städte,Kreisfreie Städte
Wohnmobilstellplatz Großbottwar,49.00425079999999,9.286532799999998,POINT (9.286532799999998 49.00425079999999),Baden-Württemberg,Stuttgart,Ludwigsburg,Landkreise
Wohnmobilstellplatz Römerhof,49.15166670000001,9.028389,POINT (9.028389 49.15166670000001),Baden-Württemberg,Stuttgart,Heilbronn,Landkreise
5 * -Campingpark Breitenauer See,49.117052,9.383273,POINT (9.383273 49.117052),Baden-Württemberg,Stuttgart,Heilbronn,Landkreise
Camping Müllerwiese,48.66474660000001,8.466596100000002,POINT (8.466596100000002 48.66474660000001),Baden-Württemberg,Karlsruhe,Calw,Landkreise
International Camping Schwarzwald,48.8199791,8.7354604,POINT (8.7354604 48.8199791),Baden-Württemberg,Karlsruhe,Enz,Landkreise
Nature Sports Federation Swabian Forest e.V.,48.9553233,9.666041599999998,POINT (9.666041599999998 48.9553233),Baden-Württemberg,Stuttgart,Rems-Murr-Kreis,Landkreise
Campingplatz Brend,48.85476999999999,9.6937,POINT (9.6937 48.85476999999999),Baden-Württemberg,Stuttgart,Rems-Murr-Kreis,Landkreise
Gaststätte Hagerwaldsee,48.89228,9.698914999999998,POINT (9.698914999999998 48.89228),Baden-Württemberg,Stuttgart,Rems-Murr-Kreis,Landkreise
Wohnmobilstellplatz Heubach,48.7974328,9.937678899999998,POINT (9.937678899999998 48.7974328),Baden-Württemberg,Stuttgart,Ostalbkreis,Landkreise
Camping-Club Ludwigsburg e.V.,49.1559977,9.5020113,POINT (9.5020113 49.1559977),Baden-Württemberg,Stuttgart,Hohenlohe,Landkreise
Campingplatz Leng,49.1548783,9.503806899999995,POINT (9.503806899999995 49.1548783),Baden-Württemberg,Stuttgart,Hohenlohe,Landkreise
